m,TagName,
"2025-01-01 00:00:00","c","320"
"2025-01-01 00:00:00","c#","1114"
"2025-01-01 00:00:00","c++","684"
"2025-01-01 00:00:00","delphi","56"
"2025-01-01 00:00:00","go","132"
"2025-01-01 00:00:00","java","1131"
"2025-01-01 00:00:00","javascript","1389"
"2025-01-01 00:00:00","perl","25"
"2025-01-01 00:00:00","php","504"
"2025-01-01 00:00:00","python","2635"
"2025-01-01 00:00:00","r","520"
"2025-01-01 00:00:00","ruby","50"
"2025-01-01 00:00:00","swift","338"
"2025-02-01 00:00:00","assembly","60"
"2025-02-01 00:00:00","c","272"
"2025-02-01 00:00:00","c#","976"
"2025-02-01 00:00:00","c++","575"
"2025-02-01 00:00:00","delphi","58"
"2025-02-01 00:00:00","go","96"
"2025-02-01 00:00:00","java","910"
"2025-02-01 00:00:00","javascript","1124"
"2025-02-01 00:00:00","perl","15"
"2025-02-01 00:00:00","php","343"
"2025-02-01 00:00:00","python","2156"
"2025-02-01 00:00:00","r","499"
"2025-02-01 00:00:00","ruby","50"
"2025-02-01 00:00:00","swift","302"
"2025-03-01 00:00:00","assembly","59"
"2025-03-01 00:00:00","c","307"
"2025-03-01 00:00:00","c#","913"
"2025-03-01 00:00:00","c++","679"
"2025-03-01 00:00:00","delphi","53"
"2025-03-01 00:00:00","go","97"
"2025-03-01 00:00:00","java","884"
"2025-03-01 00:00:00","javascript","1117"
"2025-03-01 00:00:00","perl","16"
"2025-03-01 00:00:00","php","331"
"2025-03-01 00:00:00","python","2203"
"2025-03-01 00:00:00","r","484"
"2025-03-01 00:00:00","ruby","46"
"2025-03-01 00:00:00","swift","294"
"2025-04-01 00:00:00","assembly","49"
"2025-04-01 00:00:00","c","203"
"2025-04-01 00:00:00","c#","645"
"2025-04-01 00:00:00","c++","512"
"2025-04-01 00:00:00","delphi","37"
"2025-04-01 00:00:00","go","64"
"2025-04-01 00:00:00","java","782"
"2025-04-01 00:00:00","javascript","782"
"2025-04-01 00:00:00","perl","15"
"2025-04-01 00:00:00","php","250"
"2025-04-01 00:00:00","python","1708"
"2025-04-01 00:00:00","r","399"
"2025-04-01 00:00:00","ruby","31"
"2025-04-01 00:00:00","swift","215"
"2025-05-01 00:00:00","assembly","34"
"2025-05-01 00:00:00","c","205"
"2025-05-01 00:00:00","c#","542"
"2025-05-01 00:00:00","c++","454"
"2025-05-01 00:00:00","delphi","35"
"2025-05-01 00:00:00","go","55"
"2025-05-01 00:00:00","java","607"
"2025-05-01 00:00:00","javascript","639"
"2025-05-01 00:00:00","perl","16"
"2025-05-01 00:00:00","php","241"
"2025-05-01 00:00:00","python","1422"
"2025-05-01 00:00:00","r","295"
"2025-05-01 00:00:00","ruby","28"
"2025-05-01 00:00:00","swift","192"
"2025-06-01 00:00:00","assembly","38"
"2025-06-01 00:00:00","c","181"
"2025-06-01 00:00:00","c#","469"
"2025-06-01 00:00:00","c++","421"
"2025-06-01 00:00:00","delphi","32"
"2025-06-01 00:00:00","go","58"
"2025-06-01 00:00:00","java","439"
"2025-06-01 00:00:00","javascript","516"
"2025-06-01 00:00:00","perl","15"
"2025-06-01 00:00:00","php","180"
"2025-06-01 00:00:00","python","1130"
"2025-06-01 00:00:00","r","273"
"2025-06-01 00:00:00","ruby","29"
"2025-06-01 00:00:00","swift","146"
